Product,Type,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,Perf_per_Watt
Intel Celeron E3500,CPU,45.0,65.0,82.0,228.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core i7-3517U,CPU,22.0,17.0,118.0,624.0,1900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
Intel Xeon E3-1220L,CPU,32.0,20.0,131.0,504.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
AMD Opteron X2150,CPU,28.0,22.0,148.0,624.0,1900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,77.93181818181819
Intel Core i3-3225,CPU,22.0,55.0,118.0,624.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Phenom II X2 565 BE,CPU,45.0,80.0,258.0,758.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
Intel Core i3-2105,CPU,32.0,65.0,148.0,624.0,3100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Turion 64 ML-34,CPU,90.0,35.0,125.0,114.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core Duo LV L2400,CPU,65.0,15.0,90.0,151.0,1666.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel Core i7-1068G7,CPU,10.0,28.0,148.0,624.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,61.232142857142854
Intel Xeon Gold 6334,CPU,10.0,165.0,148.0,624.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.39090909090909
Intel Celeron D 341,CPU,90.0,84.0,109.0,125.0,2930.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
AMD E2-1800,CPU,40.0,18.0,75.0,624.0,1700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,95.25
Intel Pentium 4 1.4,CPU,180.0,55.0,217.0,42.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
Intel Pentium G860,CPU,32.0,65.0,131.0,504.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Xeon 3.0,CPU,90.0,135.0,135.0,155.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
AMD Athlon 64 3700+,CPU,130.0,89.0,193.0,105.0,2400.0,394.0,4.38,435.0,4.83,89.0,4.42,1.0,4.426966292134831
AMD E2-3000,CPU,32.0,15.0,246.0,1178.0,1650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Athlon 64 3100+,CPU,65.0,25.0,77.0,122.0,2000.0,484.0,15.04,600.0,7.77,89.0,5.44,1.0,19.36
Intel Core i5-11600T,CPU,14.0,35.0,148.0,624.0,1700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Celeron 787,CPU,32.0,17.0,131.0,504.0,1300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
AMD Athlon XP 2600+,CPU,130.0,68.0,101.0,63.0,1917.0,242.0,10.52,380.0,16.49,65.0,,1.0,3.5588235294117645
Intel Xeon E3-1270 v2,CPU,22.0,69.0,160.0,1400.0,3500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,24.847826086956523
Intel Core i5-10600,CPU,14.0,65.0,148.0,624.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD EPYC 74F3,CPU,7.0,240.0,148.0,624.0,2800.0,60948.0,12.22,2975.0,0.6,240.0,253.95,24.0,253.95
Intel Core i9-7960X,CPU,14.0,165.0,148.0,624.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.39090909090909
AMD Athlon XP 1700+,CPU,130.0,50.0,80.0,37.0,1467.0,176.0,3.44,272.0,5.3,64.0,2.75,1.0,3.52
AMD Ryzen 9 3900X,CPU,7.0,105.0,74.0,3800.0,3800.0,32751.0,91.23,2725.0,7.59,105.0,311.92,12.0,311.9142857142857
AMD Opteron 150,CPU,130.0,89.0,193.0,106.0,2400.0,393.0,1.11,471.0,1.34,85.3,4.6,1.0,4.415730337078652
AMD Ryzen 3 4300GE,CPU,7.0,35.0,148.0,624.0,3500.0,11332.0,15.04,2558.0,7.77,35.0,323.78,4.0,323.77142857142854
Intel Pentium 4 HT 571,CPU,90.0,115.0,109.0,125.0,3800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.908695652173913
Intel Core 2 Quad Q9450,CPU,45.0,95.0,107.0,820.0,2666.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Xeon E3-1245 v2,CPU,22.0,77.0,160.0,1400.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.266233766233768
AMD FX-9370,CPU,32.0,220.0,315.0,1200.0,4400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.793181818181818
Intel Pentium 4 HT 560,CPU,90.0,115.0,109.0,125.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.908695652173913
Intel Core i5-10400,CPU,14.0,65.0,148.0,624.0,2900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Athlon 64 3400+,CPU,90.0,67.0,83.0,69.0,2200.0,375.0,3.75,429.0,4.29,89.0,4.21,1.0,5.597014925373134
Intel Xeon 3.2,CPU,90.0,135.0,135.0,155.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
Intel Pentium 4 HT 651,CPU,65.0,86.0,81.0,188.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.936046511627907
AMD Athlon XP 2000+,CPU,130.0,60.0,148.0,63.0,1667.0,195.0,3.31,311.0,5.28,70.0,2.79,1.0,3.25
AMD E-350,CPU,40.0,18.0,75.0,624.0,1600.0,414.0,15.04,486.0,7.77,18.0,23,2.0,23.0
Intel Atom E680T,CPU,45.0,4.0,26.0,47.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,428.625
AMD Athlon II X2 250u,CPU,45.0,25.0,117.0,410.0,1600.0,604.0,24.22,632.0,25.32,25.0,24.17,2.0,24.16
Intel Pentium 4 505J,CPU,90.0,84.0,109.0,125.0,2660.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
Intel Xeon Platinum 8376HL,CPU,14.0,205.0,148.0,624.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.363414634146341
Intel Pentium 4 511,CPU,90.0,84.0,109.0,125.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
Intel Xeon W-2195,CPU,14.0,140.0,148.0,624.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
Intel Xeon Phi 7250F,CPU,14.0,230.0,148.0,8000.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.4543478260869565
AMD Ryzen Threadripper 1940X,CPU,14.0,180.0,213.0,9600.0,3500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.525
Intel Xeon E3-1240,CPU,32.0,80.0,216.0,1160.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
Intel Core i7-1060G7,CPU,10.0,12.0,148.0,624.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
Intel Pentium M 1.40,CPU,130.0,24.0,100.0,77.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,71.4375
Intel Xeon E5630,CPU,32.0,80.0,239.0,1170.0,2533.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
Intel Core i3-7120T,CPU,14.0,35.0,148.0,624.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i5-2557M,CPU,32.0,17.0,149.0,624.0,1700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
Intel Core i5-4200Y,CPU,22.0,12.0,118.0,1400.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
Intel Celeron G550T,CPU,32.0,35.0,131.0,504.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD A4-6300,CPU,32.0,65.0,246.0,1178.0,3700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD A10-9700,CPU,28.0,65.0,246.0,1178.0,3500.0,3546.0,38.64,1616.0,17.61,65.0,54.55,4.0,54.55384615384615
AMD Turion 64 MT-32,CPU,90.0,25.0,125.0,114.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
Intel Core i3-8300T,CPU,14.0,35.0,148.0,624.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Athlon 64 3800+,CPU,65.0,45.0,77.0,122.0,2400.0,292.0,2.23,461.0,3.52,45.0,6.5,1.0,6.488888888888889
Intel Celeron G1630,CPU,22.0,55.0,94.0,624.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Turion X2 Ultra ZM-82,CPU,65.0,35.0,148.0,624.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i7-2675QM,CPU,32.0,45.0,216.0,1160.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Opteron 140,CPU,130.0,82.0,193.0,106.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.908536585365855
AMD EPYC 7552,CPU,7.0,200.0,74.0,3800.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.5725
Intel Core i3-9300,CPU,14.0,62.0,148.0,624.0,3700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,27.653225806451612
Intel Pentium 4 HT 520,CPU,90.0,84.0,109.0,125.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
AMD Athlon 64 3500+,CPU,90.0,67.0,84.0,69.0,2200.0,396.0,4.95,568.0,7.1,45.0,8.8,1.0,5.91044776119403
AMD Mobile Athlon 64 3000+,CPU,130.0,62.0,193.0,106.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,27.653225806451612
Intel Core 2 Duo U7500,CPU,65.0,10.0,111.0,293.0,1073.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,171.45
AMD Phenom X4 9850 (95W),CPU,65.0,95.0,285.0,450.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Pentium 4-M 1.70,CPU,130.0,30.0,131.0,55.0,1700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
AMD Sempron 3200+ EE SFF,CPU,90.0,35.0,103.0,81.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i3-2357M,CPU,32.0,17.0,149.0,624.0,1300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
AMD Athlon II X2 270,CPU,45.0,65.0,117.0,410.0,3400.0,1234.0,61.75,1353.0,67.67,65.0,18.99,2.0,18.984615384615385
Intel Atom D525,CPU,45.0,13.0,66.0,176.0,1834.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,131.8846153846154
AMD EPYC 7702P,CPU,7.0,200.0,74.0,3800.0,2000.0,61689.0,17.63,2110.0,0.6,200.0,308.44,64.0,308.445
Intel Pentium G3220T,CPU,22.0,35.0,177.0,1400.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i7-4930K,CPU,22.0,130.0,257.0,1860.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD Athlon XP-M 2200+,CPU,130.0,45.0,101.0,63.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Opteron 146,CPU,130.0,89.0,193.0,106.0,2000.0,346.0,9.88,400.0,11.43,67.0,5.16,1.0,3.8876404494382024
Intel Xeon E5507,CPU,45.0,80.0,263.0,731.0,2266.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
AMD Turion 64 ML-42,CPU,90.0,35.0,125.0,114.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Ryzen 3 1300,CPU,14.0,65.0,192.0,4800.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core i3-5010U,CPU,14.0,15.0,148.0,624.0,2100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel Celeron G1840,CPU,22.0,54.0,177.0,1400.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.75
Intel Core i7-4860HQ,CPU,22.0,47.0,264.0,1400.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,36.47872340425532
Intel Core i7-8750H,CPU,14.0,45.0,149.0,624.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Turion X2 RM-72,CPU,65.0,35.0,148.0,624.0,2100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Athlon 64 FX-72,CPU,90.0,125.0,235.0,227.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
Intel Atom Z670,CPU,45.0,3.0,65.0,140.0,1500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,571.5
AMD Opteron 146,CPU,90.0,67.0,148.0,106.0,2000.0,346.0,9.88,400.0,11.43,67.0,5.16,1.0,5.164179104477612
Intel Core i3-2312M,CPU,32.0,35.0,149.0,624.0,2100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Athlon 64 X2 4600+,CPU,90.0,110.0,156.0,154.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
Intel Core i7-11700F,CPU,14.0,65.0,148.0,624.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Athlon XP 2400+,CPU,130.0,68.0,148.0,63.0,2000.0,234.0,2.93,375.0,4.69,65.0,,1.0,3.4411764705882355
Intel Core i7-5600U,CPU,14.0,15.0,148.0,624.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel Core i3-560,CPU,32.0,73.0,81.0,382.0,3333.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.486301369863014
AMD E2-3000M,CPU,32.0,35.0,228.0,1178.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD FX-8370E,CPU,32.0,95.0,315.0,1200.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD Athlon XP 2000+,CPU,130.0,60.0,80.0,37.0,1667.0,195.0,3.31,311.0,5.28,70.0,2.79,1.0,3.25
Intel Celeron E1200,CPU,65.0,65.0,77.0,105.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core i3-2100,CPU,32.0,65.0,131.0,504.0,3100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Ryzen 5 PRO 4650G,CPU,7.0,65.0,148.0,624.0,3700.0,16428.0,63.83,2664.0,10.35,65.0,252.73,6.0,252.73846153846154
Intel Core i9-7920X,CPU,14.0,140.0,148.0,624.0,2900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
AMD Sempron 2400+,CPU,130.0,62.0,80.0,37.0,1667.0,205.0,15.74,321.0,24.72,65.0,,1.0,3.306451612903226
Intel Celeron B730,CPU,32.0,35.0,131.0,504.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD C-60,CPU,40.0,9.0,75.0,624.0,1000.0,290.0,15.04,354.0,7.77,9.0,32.21,2.0,32.22222222222222
Intel Celeron 2955U,CPU,22.0,15.0,118.0,1400.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel Xeon L5618,CPU,32.0,40.0,239.0,1170.0,1866.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
Intel Core i5-5250U,CPU,14.0,15.0,148.0,624.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Athlon 64 3200+,CPU,90.0,62.0,183.0,154.0,2000.0,340.0,2.27,568.0,3.79,62.0,5.48,1.0,5.483870967741935
AMD Ryzen Threadripper 2990WX,CPU,12.0,250.0,213.0,19200.0,3000.0,32475.0,15.46,2290.0,1.09,250.0,129.9,32.0,129.9
AMD A9-9420 SoC,CPU,28.0,15.0,124.0,1200.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Mobile Athlon 64 3700+,CPU,130.0,82.0,193.0,106.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.908536585365855
Intel Pentium 4 HT 521,CPU,90.0,84.0,109.0,125.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
AMD Phenom II X4 900e,CPU,45.0,65.0,258.0,758.0,2400.0,1505.0,15.04,917.0,7.77,65.0,23.15,4.0,23.153846153846153
AMD A10-7870K,CPU,28.0,95.0,246.0,1178.0,3900.0,3485.0,9.11,1510.0,3.95,95.0,36.69,2.0,36.68421052631579
Intel Xeon E5-1650 v2,CPU,22.0,130.0,160.0,1400.0,3500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD Phenom II X4 965 BE (140W),CPU,45.0,140.0,258.0,758.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
AMD Ryzen Threadripper 1950,CPU,14.0,180.0,213.0,9600.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.525
AMD Athlon II X4 605e,CPU,45.0,45.0,169.0,300.0,2300.0,1957.0,98.01,1005.0,50.34,45.0,43.49,4.0,43.48888888888889
Intel Core i5-1035G4,CPU,10.0,25.0,148.0,624.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
Intel Core i3-1115G4,CPU,10.0,28.0,148.0,624.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,61.232142857142854
Intel Xeon Silver 4310,CPU,10.0,120.0,148.0,624.0,2100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.2875
AMD Ryzen 7 3780U,CPU,12.0,15.0,210.0,4940.0,2300.0,7651.0,15.04,2227.0,7.77,15.0,510.04,4.0,510.06666666666666
AMD Athlon 1400,CPU,180.0,72.0,120.0,37.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.8125
AMD Phenom II X4 965 BE (125W),CPU,45.0,125.0,258.0,758.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
Intel Core i3-10105F,CPU,14.0,65.0,148.0,624.0,3700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Pentium 4 HT 662,CPU,90.0,84.0,109.0,169.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
Intel Xeon 5050,CPU,65.0,95.0,148.0,624.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD Sempron X2 2200,CPU,65.0,65.0,118.0,221.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Opteron 246 HE,CPU,130.0,55.0,193.0,106.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Athlon 64 3200+,CPU,130.0,83.0,148.0,105.0,2000.0,340.0,2.27,568.0,3.79,62.0,5.48,1.0,4.096385542168675
AMD Opteron 850 HE,CPU,90.0,55.0,148.0,106.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
Intel Xeon Phi 7290F,CPU,14.0,260.0,148.0,8000.0,1500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.594230769230769
Intel Core i5-8600T,CPU,14.0,35.0,148.0,624.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Ryzen 7 4800U,CPU,7.0,25.0,156.0,9800.0,1800.0,17073.0,15.04,2603.0,7.77,15.0,"1,138.18",8.0,682.92
AMD Phenom II X2 570 BE,CPU,45.0,80.0,258.0,758.0,3500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
Intel Xeon Gold 6314U,CPU,10.0,205.0,148.0,624.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.363414634146341
Intel Atom E620,CPU,45.0,3.0,26.0,47.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,571.5
AMD Opteron 842,CPU,130.0,82.0,193.0,106.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.908536585365855
AMD A8-5545M,CPU,32.0,25.0,246.0,1178.0,1700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
Intel Core i7-8700T,CPU,14.0,35.0,154.0,624.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Athlon 64 2800+,CPU,130.0,89.0,193.0,69.0,1800.0,295.0,2.95,375.0,3.75,89.0,3.32,1.0,3.3146067415730336
AMD Athlon 64 3500+,CPU,90.0,67.0,83.0,69.0,2200.0,396.0,4.95,568.0,7.1,45.0,8.8,1.0,5.91044776119403
AMD Athlon 64 X2 5400+,CPU,90.0,89.0,220.0,154.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.264044943820224
AMD A6-3500,CPU,32.0,65.0,228.0,1178.0,2100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Athlon PRO 300U,CPU,14.0,15.0,148.0,624.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel Atom E3827,CPU,22.0,8.0,148.0,624.0,1750.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,214.3125
AMD A4-5000,CPU,32.0,15.0,246.0,1178.0,1500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Phenom II X4 805,CPU,45.0,95.0,258.0,758.0,2500.0,1844.0,10.6,999.0,5.74,95.0,19.42,4.0,19.410526315789475
Intel Core i7-10810U,CPU,14.0,25.0,148.0,624.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
Intel Core i3-380M,CPU,32.0,35.0,81.0,382.0,2534.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Celeron P1053,CPU,45.0,30.0,148.0,624.0,1333.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
Intel Core i5-10600K,CPU,14.0,125.0,148.0,624.0,4100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Athlon 300U,CPU,14.0,15.0,148.0,624.0,2400.0,3978.0,15.04,1830.0,7.77,15.0,265.19,2.0,265.2
AMD Athlon PRO 200GE,CPU,14.0,35.0,192.0,4800.0,3200.0,4139.0,15.04,1821.0,7.77,35.0,118.27,2.0,118.25714285714285
AMD Opteron 6378,CPU,32.0,115.0,315.0,2400.0,2400.0,5889.0,3.44,1127.0,0.66,115.0,51.21,8.0,51.208695652173915
AMD Phenom II X4 975 BE,CPU,45.0,125.0,258.0,758.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
Intel Core i7-8650U,CPU,14.0,15.0,123.0,624.0,1900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Opteron 140 EE,CPU,130.0,30.0,193.0,106.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
Intel Atom Z540,CPU,45.0,2.0,26.0,47.0,1867.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,857.25
Intel Xeon E3-1290,CPU,32.0,95.0,216.0,1160.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD EPYC 7502P,CPU,7.0,180.0,74.0,3800.0,2500.0,48995.0,18.17,1894.0,0.7,180.0,272.19,32.0,272.19444444444446
Intel Xeon E5520,CPU,45.0,80.0,263.0,731.0,2266.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
Intel Pentium 4 519K,CPU,90.0,84.0,109.0,125.0,3060.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
Intel Core 2 Solo ULV U2100,CPU,65.0,5.0,143.0,291.0,1067.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,342.9
AMD Opteron 148,CPU,130.0,89.0,193.0,106.0,2200.0,392.0,15.04,443.0,7.77,85.3,4.6,1.0,4.404494382022472
AMD Sempron 3100+,CPU,90.0,25.0,148.0,69.0,1800.0,298.0,4.58,383.0,5.89,62.0,4.8,1.0,11.92
Intel Xeon MP 2.83,CPU,90.0,135.0,148.0,624.0,2833.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
AMD Athlon II X2 245,CPU,45.0,65.0,117.0,410.0,2900.0,1022.0,81.47,1113.0,88.69,65.0,15.73,2.0,15.723076923076922
AMD Phenom II X4 840,CPU,45.0,95.0,169.0,300.0,3200.0,2355.0,96.99,1309.0,53.9,95.0,24.79,4.0,24.789473684210527
Intel Xeon 7110N,CPU,65.0,95.0,435.0,1328.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Core i5-2430M,CPU,32.0,35.0,149.0,624.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Opteron X2 275 HE,CPU,90.0,55.0,148.0,233.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Opteron 146,CPU,90.0,67.0,148.0,106.0,2000.0,346.0,9.88,400.0,11.43,67.0,5.16,1.0,5.164179104477612
AMD Opteron 6262 HE,CPU,32.0,85.0,316.0,2400.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
AMD Ryzen 9 3900XT,CPU,7.0,105.0,74.0,3800.0,3900.0,32869.0,53.12,2786.0,4.5,105.0,313.04,12.0,313.03809523809525
Intel Core i7-3520M,CPU,22.0,35.0,118.0,624.0,2900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i3-1000G4,CPU,10.0,12.0,148.0,624.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
AMD A8-9600,CPU,28.0,65.0,246.0,1178.0,3100.0,3291.0,33.24,1486.0,15.02,65.0,50.62,4.0,50.63076923076923
Intel Xeon E7-8880 v3,CPU,22.0,150.0,160.0,1400.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
AMD Ryzen 5 3500X,CPU,7.0,65.0,74.0,3800.0,3600.0,13319.0,72.01,2525.0,13.65,65.0,204.91,6.0,204.90769230769232
AMD EPYC 7281,CPU,14.0,170.0,213.0,4800.0,2100.0,21230.0,19.32,1613.0,1.47,155.0,136.97,16.0,124.88235294117646
Intel Pentium 4 HT 516,CPU,90.0,84.0,109.0,125.0,2933.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
AMD Opteron 144,CPU,130.0,82.0,193.0,106.0,1800.0,316.0,10.55,376.0,12.56,67.0,4.72,1.0,3.8536585365853657
AMD Opteron X2 260 HE,CPU,90.0,55.0,148.0,233.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Phenom X4 9150e,CPU,65.0,65.0,285.0,450.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Xeon E5-2450 v2,CPU,22.0,95.0,160.0,1400.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
